"created_at_utc","tariff_class","tariff_internal_name","status","taxi_status","vehicle_model","vehicle_color","vehicle_car_region","payment_cost","payment_currency_code","driver_call_model"
1608405146,"Комфорт","business","finished","complete","Volkswagen Tiguan","чёрный",34,520,"RUB","no_call"
1608404338,"Комфорт","business","cancelled","waiting","Kia Rio","белый",34,0,"RUB","no_call"
1608391827,"Комфорт","business","finished","complete","Hyundai Solaris","белый",34,490,"RUB","no_call"
1608230880,"Комфорт","business","finished","complete","Kia Rio","белый",34,570,"RUB","no_call"
1608218972,"Комфорт","business","finished","complete","Renault Logan","белый",34,510,"RUB","no_call"
1608204708,"Комфорт","business","finished","complete","Renault Logan","белый",34,870,"RUB","no_call"
1608119610,"Комфорт","business","finished","complete","Renault Logan","белый",34,880,"RUB","no_call"
1608022462,"Комфорт","business","finished","complete","Renault Duster","серый",34,330,"RUB","no_call"
1607971478,"Комфорт","business","finished","complete","Kia Rio","белый",34,610,"RUB","no_call"
1607971463,"Комфорт","business","finished","complete","Hyundai Solaris","белый",99,330,"RUB","no_call"
1607943936,"Эконом","econom","finished","complete","Chevrolet Cruze","белый",34,720,"RUB","no_call"
1607889578,"Эконом","econom","finished","complete","Kia Rio","серый",34,500,"RUB","no_call"
1607889123,"Комфорт","business","finished","complete","Renault Logan","белый",34,370,"RUB","no_call"
1607866332,"Эконом","econom","finished","complete","Datsun on-DO","чёрный",34,410,"RUB","no_call"
1607865352,"Комфорт","business","finished","cancelled","Renault Logan","белый",34,114,"RUB","no_call"
1607697418,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,720,"RUB","no_call"
1607687376,"Эконом","econom","finished","complete","Ford Focus","чёрный",34,460,"RUB","no_call"
1607613439,"Эконом","econom","finished","complete","LADA (ВАЗ) Vesta","белый",34,230,"RUB","no_call"
1607526857,"Комфорт","business","finished","complete","Renault Logan","белый",34,650,"RUB","no_call"
1607518878,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,600,"RUB","no_call"
1607518486,"Эконом","econom","finished","complete","Datsun on-DO","коричневый",34,60,"RUB","no_call"
1607512156,"Комфорт","business","finished","complete","Renault Logan","белый",34,60,"RUB","no_call"
1607445065,"Комфорт","business","finished","complete","Hyundai Solaris","серый",34,500,"RUB","no_call"
1607440354,"Комфорт","business","finished","complete","Kia Rio","белый",34,270,"RUB","no_call"
1607431757,"Комфорт","business","finished","complete","Kia Rio","серый",34,450,"RUB","no_call"
1607427428,"Эконом","econom","finished","complete","Nissan Almera Classic","серый",34,90,"RUB","no_call"
1607365788,"Комфорт","business","finished","complete","Volkswagen Polo","белый",61,660,"RUB","no_call"
1607364757,"Комфорт","business","cancelled","driving","Volkswagen Tiguan","синий",34,0,"RUB","no_call"
1607352891,"Комфорт","business","finished","complete","Renault Logan","серый",34,160,"RUB","no_call"
1607344582,"Комфорт","business","finished","complete","Kia Rio","серый",34,560,"RUB","no_call"
1607080201,"Эконом","econom","finished","complete","Volkswagen Polo","синий",34,50,"RUB","no_call"
1607075058,"Эконом","econom","finished","complete","Datsun on-DO","коричневый",34,80,"RUB","no_call"
1607004630,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,710,"RUB","no_call"
1606983671,"Комфорт","business","finished","complete","Volkswagen Polo","белый",34,610,"RUB","no_call"
1606980854,"Комфорт","business","finished","complete","Hyundai Solaris","белый",34,90,"RUB","no_call"
1606816697,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,199,"RUB","no_call"
1606476571,"Комфорт","business","finished","complete","Kia Rio","белый",34,630,"RUB","no_call"
1606468292,"Комфорт","business","finished","complete","Renault Logan","белый",34,153,"RUB","no_call"
1606466048,"Комфорт","business","finished","complete","Renault Sandero","зелёный",34,100,"RUB","no_call"
1606462649,"Комфорт","business","finished","complete","Renault Logan","белый",34,103,"RUB","no_call"
1606456365,"Комфорт","business","finished","complete","Volkswagen Polo","жёлтый",34,533,"RUB","no_call"
1606057332,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,153,"RUB","no_call"
1605986900,"Комфорт","business","cancelled","driving","LADA (ВАЗ) Vesta","белый",34,0,"RUB","no_call"
1605975779,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,134,"RUB","no_call"
1605960460,"Комфорт","business","finished","complete","Renault Kaptur","серый",34,695,"RUB","no_call"
1605884768,"Комфорт","business","finished","complete","Mitsubishi Outlander","белый",34,670,"RUB","no_call"
1605882041,"Комфорт","business","cancelled","driving","Kia Rio","белый",50,0,"RUB","no_call"
1605869728,"Комфорт","business","finished","complete","Renault Logan","белый",34,523,"RUB","no_call"
1605866848,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,84,"RUB","no_call"
1605857113,"Комфорт","business","finished","complete","Volkswagen Polo","жёлтый",34,360,"RUB","no_call"
1605799325,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,863,"RUB","no_call"
1605785847,"Комфорт","business","finished","complete","Hyundai Solaris","белый",34,224,"RUB","no_call"
1605776386,"Эконом","econom","finished","complete","Datsun on-DO","серый",34,70,"RUB","no_call"
1605769953,"Комфорт","business","finished","complete","Renault Logan","белый",30,610,"RUB","no_call"
1605737921,"Комфорт","business","finished","complete","Kia Rio","серый",34,484,"RUB","no_call"
1605733015,"Комфорт","business","finished","complete","Kia Rio","серый",34,168,"RUB","no_call"
1605724666,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,220,"RUB","no_call"
1605715689,"Комфорт","business","finished","complete","Mitsubishi Outlander","белый",34,638,"RUB","no_call"
1605634790,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,598,"RUB","no_call"
1605629579,"Комфорт","business","finished","complete","Renault Logan Stepway","белый",30,637,"RUB","no_call"
1605615550,"Комфорт","business","finished","complete","Kia Optima","белый",5,1404,"RUB","no_call"
1605449578,"Эконом","econom","finished","complete","Kia Rio","жёлтый",99,202,"RUB","no_call"
1605445749,"Эконом","econom","finished","complete","Volkswagen Polo","белый",50,383,"RUB","no_call"
1605361847,"Эконом","econom","finished","complete","Skoda Rapid","белый",71,354,"RUB","no_call"
1605354643,"Эконом","econom","cancelled","driving","Kia Cee'd","жёлтый",77,0,"RUB","no_call"
1605196784,"Комфорт","business","finished","complete","Skoda Octavia","белый",90,364,"RUB","no_call"
1605192696,"Комфорт","business","finished","complete","Kia Optima","жёлтый",99,323,"RUB","no_call"
1605108820,"Комфорт","business","finished","complete","Kia Optima","белый",99,235,"RUB","no_call"
1605101593,"Комфорт","business","finished","complete","Kia Optima","белый",97,342,"RUB","no_call"
1605084156,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,1062,"RUB","no_call"
1605078717,"Комфорт","business","finished","complete","Kia Optima","белый",99,798,"RUB","no_call"
1605072275,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,971,"RUB","no_call"
1605003073,"Комфорт","business","finished","complete","Toyota Camry","белый",93,643,"RUB","no_call"
1604991919,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,854,"RUB","no_call"
1604936609,"Эконом","econom","finished","complete","Kia Rio","белый",77,302,"RUB","no_call"
1604929861,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",99,299,"RUB","no_call"
1604921314,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",99,237,"RUB","no_call"
1604919833,"Эконом","econom","finished","complete","Kia Cee'd","белый",99,131,"RUB","no_call"
1604851036,"Комфорт","business","finished","complete","Hyundai Sonata","жёлтый",77,632,"RUB","no_call"
1604850724,"Комфорт","business","cancelled","driving","Kia Optima","белый",50,0,"RUB","no_call"
1604837723,"Комфорт","business","finished","complete","Toyota Camry","белый",50,972,"RUB","no_call"
1604835217,"Эконом","econom","finished","complete","Skoda Octavia","жёлтый",99,386,"RUB","no_call"
1604834015,"Эконом","econom","finished","cancelled","Kia Rio","жёлтый",99,192,"RUB","no_call"
1604833946,"Комфорт","business","cancelled","driving","Kia Optima","белый",50,0,"RUB","no_call"
1604833856,"Комфорт","business","cancelled","driving","Hyundai Elantra","белый",99,0,"RUB","no_call"
1604758585,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,328,"RUB","no_call"
1604671473,"Комфорт","business","finished","complete","Kia Optima","жёлтый",30,386,"RUB","no_call"
1604662909,"Комфорт","business","finished","complete","Kia Optima","белый",50,470,"RUB","no_call"
1604584206,"Комфорт","business","cancelled","driving","Kia Optima","жёлтый",77,0,"RUB","no_call"
1604584095,"Комфорт","business","finished","complete","Skoda Octavia","белый",50,685,"RUB","no_call"
1604571661,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,937,"RUB","no_call"
1604323333,"Комфорт","business","finished","complete","Kia Optima","жёлтый",33,286,"RUB","no_call"
1604315868,"Комфорт","business","finished","complete","Skoda Octavia","белый",99,366,"RUB","no_call"
1604152396,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,296,"RUB","no_call"
1604144022,"Эконом","econom","finished","complete","Chevrolet Cruze","белый",99,296,"RUB","no_call"
1603988041,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,298,"RUB","no_call"
1603985640,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,326,"RUB","no_call"
1603981955,"Эконом","econom","finished","complete","Kia Rio","жёлтый",99,251,"RUB","no_call"
1603793156,"Комфорт+","comfortplus","finished","complete","Toyota Camry","жёлтый",99,2077,"RUB","no_call"
1603777579,"Комфорт","business","finished","complete","Renault Logan","белый",34,856,"RUB","no_call"
1603542510,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,118,"RUB","no_call"
1603442166,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,98,"RUB","no_call"
1603382609,"Комфорт","business","finished","complete","Kia Cee'd GT","коричневый",34,966,"RUB","no_call"
1603370065,"Эконом","econom","finished","complete","Hyundai Solaris","белый",97,974,"RUB","no_call"
1603294415,"Комфорт","business","finished","complete","Ford Galaxy","жёлтый",77,300,"RUB","no_call"
1603288973,"Эконом","econom","finished","complete","Hyundai Solaris","белый",99,267,"RUB","no_call"
1603280729,"Эконом","econom","finished","complete","Hyundai Solaris","белый",77,209,"RUB","no_call"
1603217473,"Комфорт","business","finished","complete","Kia Cerato","белый",50,547,"RUB","no_call"
1603217119,"Эконом","econom","cancelled","driving","Hyundai Solaris","белый",97,0,"RUB","no_call"
1603197226,"Комфорт","business","finished","complete","Kia Optima","белый",99,154,"RUB","no_call"
1603116095,"Эконом","econom","cancelled","driving","Kia Rio","жёлтый",40,0,"RUB","no_call"
1603116028,"Комфорт","business","finished","complete","Kia Cee'd","жёлтый",99,289,"RUB","no_call"
1603107101,"Эконом","econom","finished","complete","Hyundai Solaris","белый",50,322,"RUB","no_call"
1602941221,"Эконом","econom","finished","complete","Volkswagen Polo","белый",99,283,"RUB","no_call"
1602940622,"Комфорт","business","cancelled","driving","Hyundai Sonata","белый",97,0,"RUB","no_call"
1602931197,"Эконом","econom","finished","complete","Hyundai Solaris","белый",77,490,"RUB","no_call"
1602877690,"Комфорт","business","finished","complete","Kia Optima","белый",97,401,"RUB","no_call"
1602688996,"Комфорт","business","finished","complete","Hyundai Sonata","жёлтый",77,297,"RUB","no_call"
1602682771,"Эконом","econom","finished","complete","Volkswagen Polo","жёлтый",77,166,"RUB","no_call"
1602611646,"Комфорт","business","finished","complete","Hyundai Sonata","жёлтый",77,1206,"RUB","no_call"
1602597207,"Комфорт","business","finished","complete","Kia Optima","белый",90,1309,"RUB","no_call"
1602450570,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,1160,"RUB","no_call"
1602343058,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,448,"RUB","no_call"
1602336646,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,470,"RUB","no_call"
1602261872,"Комфорт","business","finished","complete","Kia Optima","белый",34,490,"RUB","no_call"
1602244795,"Комфорт","business","finished","complete","Renault Logan","белый",34,632,"RUB","no_call"
1601944729,"Эконом","econom","finished","complete","Renault Logan","белый",34,49,"RUB","no_call"
1601915022,"Эконом","econom","finished","complete","Datsun on-DO","коричневый",34,50,"RUB","no_call"
1601828243,"Эконом","econom","finished","complete","Kia Spectra","синий",34,84,"RUB","no_call"
1601827084,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,97,"RUB","no_call"
1601823540,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,64,"RUB","no_call"
1601755311,"Комфорт","business","finished","complete","Volkswagen Tiguan","синий",34,313,"RUB","no_call"
1601752036,"Комфорт","business","finished","complete","Volkswagen Tiguan","синий",34,513,"RUB","no_call"
1601738947,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,617,"RUB","no_call"
1601731514,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","серый",34,120,"RUB","no_call"
1601642427,"Комфорт","business","cancelled","driving","Volkswagen Polo","жёлтый",34,0,"RUB","no_call"
1601583435,"Комфорт","business","finished","complete","Mazda 3","чёрный",34,773,"RUB","no_call"
1601560878,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,585,"RUB","no_call"
1601483656,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","чёрный",34,49,"RUB","no_call"
1601481511,"Эконом","econom","finished","complete","Kia Rio","белый",34,63,"RUB","no_call"
1601145063,"Эконом","econom","finished","complete","Kia Rio","белый",34,169,"RUB","no_call"
1601077063,"Эконом","econom","finished","complete","Hyundai Solaris","синий",34,127,"RUB","no_call"
1601069474,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,79,"RUB","no_call"
1601067495,"Комфорт","business","finished","complete","Renault Logan","белый",30,240,"RUB","no_call"
1601050099,"Эконом","econom","finished","complete","Opel Astra","серый",34,100,"RUB","no_call"
1600990973,"Эконом","econom","finished","complete","Volkswagen Polo","белый",34,295,"RUB","no_call"
1600970844,"Эконом","econom","finished","complete","Skoda Rapid","белый",34,342,"RUB","no_call"
1600970751,"Эконом","econom","finished","complete","Volkswagen Polo","белый",34,255,"RUB","no_call"
1600965215,"Эконом","econom","finished","complete","Chevrolet Aveo","голубой",34,50,"RUB","no_call"
1600789456,"Комфорт","business","finished","complete","Renault Logan","белый",30,730,"RUB","no_call"
1600781059,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,445,"RUB","no_call"
1600778069,"Эконом","econom","finished","complete","LADA (ВАЗ) Kalina","белый",34,205,"RUB","no_call"
1600773597,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,105,"RUB","no_call"
1600721244,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,139,"RUB","no_call"
1600713428,"Эконом","econom","cancelled","waiting","Renault Logan","белый",30,50,"RUB","no_call"
1600652534,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,69,"RUB","no_call"
1600645583,"Эконом","econom","finished","complete","Renault Logan","белый",34,337,"RUB","no_call"
1600645402,"Эконом","econom","cancelled","waiting","Renault Logan","белый",34,49,"RUB","no_call"
1600645089,"Эконом","econom","cancelled","driving","Datsun on-DO","белый",34,30,"RUB","no_call"
1600644189,"Эконом","econom","cancelled","driving","Nissan Almera","белый",34,0,"RUB","no_call"
1600627185,"Комфорт","business","finished","complete","Volkswagen Polo","белый",34,420,"RUB","no_call"
1600559729,"Эконом","econom","finished","complete","Lifan Solano","серый",34,827,"RUB","no_call"
1600540010,"Эконом","econom","cancelled","driving","Renault Logan","белый",34,0,"RUB","no_call"
1600538183,"Эконом","econom","finished","complete","Mitsubishi Lancer","серый",34,132,"RUB","no_call"
1600536565,"Эконом","econom","finished","complete","Skoda Rapid","белый",34,109,"RUB","no_call"
1600469545,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,81,"RUB","no_call"
1600450840,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,55,"RUB","no_call"
1600337574,"Эконом","econom","finished","complete","Hyundai i30","чёрный",34,117,"RUB","no_call"
1600157493,"Комфорт","business","finished","complete","Skoda Rapid","белый",34,451,"RUB","no_call"
1600152193,"Комфорт","business","cancelled","waiting","Volkswagen Polo","чёрный",34,116,"RUB","no_call"
1600110290,"Комфорт","business","finished","complete","Renault Logan","белый",34,213,"RUB","no_call"
1600101436,"Комфорт","business","finished","complete","Skoda Rapid","жёлтый",23,331,"RUB","no_call"
1600039399,"Эконом","econom","finished","complete","Datsun on-DO","чёрный",34,145,"RUB","no_call"
1600018501,"Эконом","econom","finished","complete","Renault Logan","белый",34,1392,"RUB","no_call"
1600018258,"Комфорт","business","cancelled","transporting","Renault Logan","белый",34,63,"RUB","no_call"
1620743373,"Комфорт","business","finished","complete","Hyundai Solaris","белый",34,741.85,"RUB","no_call"
1620723679,"Эконом","econom","cancelled","driving","Datsun on-DO","белый",34,0,"RUB","no_call"
1620723510,"Эконом","econom","finished","complete","Hyundai Solaris","серый",61,590,"RUB","no_call"
1620723282,"Комфорт","business","cancelled","driving","Volkswagen Polo","белый",34,0,"RUB","no_call"
1620682104,"Эконом","econom","finished","complete","Datsun on-DO","серый",34,580,"RUB","no_call"
1620681127,"Эконом","econom","finished","cancelled","Chevrolet Lacetti","бежевый",34,80,"RUB","no_call"
1620671438,"Эконом","econom","finished","complete","Renault Duster","зелёный",34,680,"RUB","no_call"
1620670834,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","серый",34,209.8,"RUB","no_call"
1620660739,"Эконом","econom","cancelled","driving","Hyundai Solaris","синий",34,0,"RUB","no_call"
1620660586,"Эконом","econom","cancelled","driving","LADA (ВАЗ) Granta","белый",34,0,"RUB","no_call"
1620657370,"Эконом","econom","finished","complete","Volkswagen Polo","белый",34,330,"RUB","no_call"
1620652507,"Эконом","econom","finished","complete","Renault Logan","белый",34,62.55,"RUB","no_call"
1620637157,"Эконом","econom","finished","complete","Renault Logan","белый",34,178.35,"RUB","no_call"
1620630351,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,115.1,"RUB","no_call"
1620627889,"Комфорт","business","finished","complete","Volkswagen Polo","белый",34,280,"RUB","no_call"
1620491684,"Комфорт","business","finished","complete","Skoda Rapid","белый",34,780,"RUB","no_call"
1620477701,"Комфорт","business","finished","complete","Kia Optima","белый",34,230,"RUB","no_call"
1620468603,"Эконом","econom","finished","complete","Renault Logan","белый",34,630,"RUB","no_call"
1620414165,"Эконом","econom","finished","complete","Kia Rio","белый",34,94.15,"RUB","no_call"
1620403503,"Эконом","econom","finished","complete","Hyundai i30","чёрный",34,150,"RUB","no_call"
1599992875,"Комфорт","business","cancelled","driving","Volkswagen Polo","белый",34,0,"RUB","no_call"
1599992462,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,403,"RUB","no_call"
1599984109,"Комфорт","business","finished","complete","Kia Cee'd","серый",34,891,"RUB","no_call"
1599972218,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",57,1311,"RUB","no_call"
1599869632,"Комфорт","business","finished","complete","Toyota Camry","жёлтый",50,1709,"RUB","no_call"
1599868965,"Комфорт","business","cancelled","waiting","Skoda Octavia","белый",33,243,"RUB","no_call"
1599760156,"Комфорт","business","finished","complete","Toyota Camry","белый",90,1009,"RUB","no_call"
1599748281,"Комфорт","business","cancelled","driving","Kia Optima","белый",50,0,"RUB","no_call"
1599743224,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,295,"RUB","no_call"
1599742281,"Комфорт","business","finished","complete","Kia Optima","белый",50,221,"RUB","no_call"
1599730181,"Комфорт","business","finished","complete","Skoda Octavia","белый",99,386,"RUB","no_call"
1599725480,"Комфорт","business","cancelled","driving","Kia Optima","жёлтый",77,0,"RUB","no_call"
1599725414,"Комфорт","business","finished","complete","Kia Cee'd GT","жёлтый",99,389,"RUB","no_call"
1599680902,"Комфорт","business","finished","complete","Skoda Octavia","белый",21,186,"RUB","no_call"
1599668519,"Комфорт","business","finished","complete","Kia Optima","белый",50,370,"RUB","no_call"
1599660034,"Комфорт","business","finished","complete","Kia Optima","белый",99,212,"RUB","no_call"
1599584108,"Комфорт","business","finished","complete","Toyota Camry","белый",97,212,"RUB","no_call"
1599575194,"Комфорт","business","finished","complete","Kia Cee'd","жёлтый",77,296,"RUB","no_call"
1599480412,"Комфорт","business","finished","complete","Kia Optima","белый",50,858,"RUB","no_call"
1599469775,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,1190,"RUB","no_call"
1599416301,"Комфорт","business","finished","complete","Kia Optima","белый",97,288,"RUB","no_call"
1599398981,"Комфорт","business","finished","complete","Kia Optima","белый",50,803,"RUB","no_call"
1599398748,"Комфорт","business","cancelled","driving","Kia Optima","жёлтый",77,0,"RUB","no_call"
1599397791,"Комфорт","business","cancelled","driving","Kia Cee'd","белый",50,0,"RUB","no_call"
1599397432,"Комфорт","business","finished","cancelled","Skoda Octavia","жёлтый",99,290,"RUB","no_call"
1599221699,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",99,562,"RUB","no_call"
1599136535,"Комфорт","business","finished","complete","Skoda Octavia","белый",50,210,"RUB","no_call"
1599129849,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",90,410,"RUB","no_call"
1599129804,"Комфорт","business","cancelled","driving","Skoda Octavia","жёлтый",77,0,"RUB","no_call"
1599085584,"Комфорт","business","finished","complete","Kia Optima","белый",50,586,"RUB","no_call"
1599068398,"Комфорт","business","finished","complete","Kia Cee'd","белый",37,776,"RUB","no_call"
1599060036,"Комфорт","business","finished","complete","Hyundai Sonata","жёлтый",99,256,"RUB","no_call"
1598980005,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,214,"RUB","no_call"
1598961850,"Комфорт","business","cancelled","driving","Skoda Octavia","белый",50,0,"RUB","no_call"
1598875645,"Комфорт","business","finished","complete","Toyota Camry","белый",77,574,"RUB","no_call"
1598732169,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,202,"RUB","no_call"
1598688601,"Комфорт","business","finished","complete","Kia Cee'd","жёлтый",77,237,"RUB","no_call"
1598685065,"Комфорт","business","finished","complete","Kia Optima","белый",50,416,"RUB","no_call"
1598638064,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,311,"RUB","no_call"
1598630776,"Комфорт","business","finished","complete","Kia Optima","белый",50,542,"RUB","no_call"
1598550272,"Комфорт","business","finished","complete","Kia Cee'd","белый",21,252,"RUB","no_call"
1598369031,"Комфорт","business","finished","complete","Kia Cee'd","белый",99,216,"RUB","no_call"
1598265492,"Комфорт","business","finished","complete","Kia Optima","белый",99,208,"RUB","no_call"
1598116801,"Комфорт","business","finished","complete","Hyundai Sonata","жёлтый",77,211,"RUB","no_call"
1598014536,"Комфорт","business","finished","complete","Skoda Octavia","белый",77,245,"RUB","no_call"
1598014325,"Комфорт","business","cancelled","driving","Hyundai Sonata","белый",99,0,"RUB","no_call"
1597923778,"Комфорт","business","finished","complete","Hyundai Sonata","жёлтый",77,264,"RUB","no_call"
1597863889,"Комфорт","business","finished","complete","Toyota Camry","белый",99,287,"RUB","no_call"
1597760440,"Комфорт","business","finished","complete","Kia Optima","белый",99,322,"RUB","no_call"
1597666485,"Комфорт+","comfortplus","cancelled","driving","Kia Optima","белый",50,0,"RUB","no_call"
1597666321,"Комфорт+","comfortplus","finished","complete","Kia Optima","жёлтый",77,1873,"RUB","no_call"
1597647979,"Эконом","econom","finished","complete","Kia Rio","голубой",34,809,"RUB","no_call"
1597647934,"Комфорт","business","cancelled","driving","Volkswagen Polo","жёлтый",34,0,"RUB","no_call"
1597607118,"Эконом","econom","finished","complete","Volkswagen Polo","серый",34,178,"RUB","no_call"
1597589355,"Комфорт","business","finished","complete","Hyundai Solaris","белый",34,742,"RUB","no_call"
1597589021,"Комфорт","business","finished","complete","Hyundai Solaris","белый",34,90,"RUB","no_call"
1597571476,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,551,"RUB","no_call"
1597510466,"Комфорт","business","cancelled","driving","Renault Logan","белый",30,0,"RUB","no_call"
1597507979,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","чёрный",8,772,"RUB","no_call"
1597487676,"Комфорт","business","finished","complete","Kia Optima","белый",50,1129,"RUB","no_call"
1597411809,"Комфорт","business","finished","complete","Hyundai Elantra","белый",50,249,"RUB","no_call"
1597405751,"Комфорт","business","finished","complete","Kia Optima","жёлтый",99,406,"RUB","no_call"
1597241004,"Комфорт+","comfortplus","finished","complete","Toyota Camry","белый",50,319,"RUB","no_call"
1597236519,"Комфорт","business","finished","complete","Skoda Octavia","белый",64,236,"RUB","no_call"
1596986469,"Комфорт","business","finished","complete","Kia Optima","белый",99,242,"RUB","no_call"
1596922167,"Комфорт","business","finished","complete","Kia Optima","белый",50,416,"RUB","no_call"
1596889949,"Комфорт","business","finished","complete","Skoda Octavia","белый",50,593,"RUB","no_call"
1596823458,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,212,"RUB","no_call"
1596717173,"Эконом","econom","finished","complete","Kia Optima","жёлтый",99,178,"RUB","no_call"
1596654286,"Комфорт","business","finished","complete","Hyundai Elantra","белый",97,533,"RUB","no_call"
1596640873,"Комфорт","business","finished","complete","Kia Optima","белый",50,900,"RUB","no_call"
1596640034,"Комфорт","business","cancelled","driving","Kia Cee'd","белый",99,0,"RUB","no_call"
1596565443,"Комфорт","business","finished","complete","Kia Cee'd","белый",50,209,"RUB","no_call"
1596562191,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,257,"RUB","no_call"
1596549501,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,930,"RUB","no_call"
1596475249,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,596,"RUB","no_call"
1596455151,"Комфорт","business","finished","complete","Kia Optima","белый",50,210,"RUB","no_call"
1596133879,"Комфорт","business","finished","complete","Kia Optima","белый",97,250,"RUB","no_call"
1595950279,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,252,"RUB","no_call"
1595724607,"Комфорт+","comfortplus","finished","complete","Kia Optima","жёлтый",77,1043,"RUB","no_call"
1595716096,"Комфорт+","comfortplus","finished","complete","Kia Optima","жёлтый",69,550,"RUB","no_call"
1595683859,"Комфорт","business","finished","complete","Kia Cerato","жёлтый",77,312,"RUB","no_call"
1595625401,"Комфорт","business","finished","complete","Kia Optima","жёлтый",99,1253,"RUB","no_call"
1595591208,"Комфорт","business","finished","complete","Kia Cee'd","белый",69,1132,"RUB","no_call"
1595586908,"Комфорт+","comfortplus","finished","complete","Toyota Camry","жёлтый",77,291,"RUB","no_call"
1595584540,"Комфорт+","comfortplus","finished","complete","Kia Optima","белый",50,386,"RUB","no_call"
1595584494,"Комфорт","business","cancelled","driving","Skoda Octavia","жёлтый",77,0,"RUB","no_call"
1595501343,"Комфорт+","comfortplus","cancelled","driving","Kia Optima","белый",50,0,"RUB","no_call"
1595489704,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,469,"RUB","no_call"
1595483881,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,553,"RUB","no_call"
1595396338,"Комфорт","business","finished","complete","Hyundai Solaris","синий",47,177,"RUB","no_call"
1595396291,"Эконом","econom","cancelled","driving","Kia Rio","чёрный",34,0,"RUB","no_call"
1595394766,"Эконом","econom","finished","complete","Datsun on-DO","коричневый",34,114,"RUB","no_call"
1595379519,"Комфорт","business","cancelled","driving","Renault Logan","белый",34,69,"RUB","no_call"
1595379370,"Комфорт","business","finished","complete","Renault Logan","белый",34,637,"RUB","no_call"
1595379359,"Комфорт","business","finished","failed","Renault Logan Stepway","серый",34,0,"RUB","no_call"
1595335208,"Комфорт","business","finished","complete","Hyundai Solaris","белый",61,193,"RUB","no_call"
